For vm-2a:
file /var/log/syslog at 2024-06-05T16:34:15.885Z, log record: Jun  5 16:34:13 vm-2a ansible-async_wrapper.py: 2232 still running (31533590)
file /var/log/audit/audit.log at 2024-06-05T16:34:06.880Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.880Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.880Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.880Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.880Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.880Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.880Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.880Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.880Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.920Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.920Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.920Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.920Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.920Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.920Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.920Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.920Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.920Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:06.920Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.252Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.252Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.252Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.252Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.252Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.252Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.252Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.252Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.252Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.252Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.352Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.356Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.360Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.524Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.524Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.524Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.524Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.524Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.524Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.524Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.524Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.524Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.524Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.528Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:07.528Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:08.648Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:08.648Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:08.648Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:08.648Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:08.648Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:08.648Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:08.648Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:08.648Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:08.648Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.468Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.468Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.468Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.468Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.468Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:12.472Z, log record: unknown
file /var/log/syslog at 2024-06-05T16:34:14.519Z, log record: Jun  5 16:34:10 vm-1a ansible-async_wrapper.py: 2240 still running (31533595)
file /var/log/audit/audit.log at 2024-06-05T16:34:14.589Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:14.589Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:14.589Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:14.589Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:14.589Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:14.589Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:14.589Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:14.589Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:14.589Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:14.589Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:14.589Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:14.589Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:14.589Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:14.593Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:14.593Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:15.445Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:15.445Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:15.445Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:15.445Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:15.445Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:34:15.445Z, log record: unknown
file /var/log/syslog at 2024-06-05T16:34:16.520Z, log record: Jun  5 16:34:15 vm-1a ansible-async_wrapper.py: 2240 still running (31533590)
file /var/log/syslog at 2024-06-05T16:34:22.520Z, log record: Jun  5 16:34:20 vm-1a ansible-async_wrapper.py: 2240 still running (31533585)
file /var/log/syslog at 2024-06-05T16:34:02.517Z, log record: Jun  5 16:34:00 vm-1a ansible-async_wrapper.py: 2240 still running (31533605)
file /var/log/syslog at 2024-06-05T16:34:08.518Z, log record: Jun  5 16:34:05 vm-1a ansible-async_wrapper.py: 2240 still running (31533600)
file /var/log/syslog at 2024-06-05T16:34:08.518Z, log record: Jun  5 16:34:06 vm-1a systemd[1]: Started Session 16 of user student.
file /var/log/syslog at 2024-06-05T16:34:08.518Z, log record: Jun  5 16:34:07 vm-1a systemd[1]: session-16.scope: Succeeded.
