For vm-1a:
file /var/log/syslog at 2024-06-05T16:16:17.957Z, log record: Jun  5 16:16:14 vm-1a ansible-async_wrapper.py: 2240 still running (31534670)
file /var/log/kern.log at 2024-06-05T16:15:57.546Z, log record: Jun  5 16:15:55 vm-1a kernel: [ 1509.000531] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=46083 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=21
file /var/log/kern.log at 2024-06-05T16:15:57.546Z, log record: Jun  5 16:15:56 vm-1a kernel: [ 1509.998511] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=48576 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=22
file /var/log/syslog at 2024-06-05T16:15:57.952Z, log record: Jun  5 16:15:56 vm-1a kernel: [ 1509.998511] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=48576 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=22
file /var/log/syslog at 2024-06-05T16:15:57.952Z, log record: Jun  5 16:15:57 vm-1a kernel: [ 1511.008189] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=60198 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=23
file /var/log/kern.log at 2024-06-05T16:15:59.547Z, log record: Jun  5 16:15:57 vm-1a kernel: [ 1511.008189] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=60198 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=23
file /var/log/kern.log at 2024-06-05T16:15:59.547Z, log record: Jun  5 16:15:58 vm-1a kernel: [ 1512.012318] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=14997 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=24
file /var/log/syslog at 2024-06-05T16:15:59.953Z, log record: Jun  5 16:15:58 vm-1a kernel: [ 1512.012318] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=14997 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=24
file /var/log/syslog at 2024-06-05T16:15:59.953Z, log record: Jun  5 16:15:59 vm-1a ansible-async_wrapper.py: 2240 still running (31534685)
file /var/log/syslog at 2024-06-05T16:15:59.953Z, log record: Jun  5 16:15:59 vm-1a kernel: [ 1513.004238] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=26210 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=25
file /var/log/kern.log at 2024-06-05T16:16:01.547Z, log record: Jun  5 16:15:59 vm-1a kernel: [ 1513.004238] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=26210 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=25
file /var/log/audit/audit.log at 2024-06-05T16:15:55.944Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:55.944Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:55.944Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:55.944Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:55.944Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:55.944Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:55.948Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:55.948Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:55.948Z, log record: unknown
file /var/log/syslog at 2024-06-05T16:15:45.946Z, log record: Jun  5 16:15:44 vm-1a ansible-async_wrapper.py: 2240 still running (31534700)
file /var/log/syslog at 2024-06-05T16:15:45.947Z, log record: Jun  5 16:15:44 vm-1a kernel: [ 1497.917452] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=61160 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=10
file /var/log/syslog at 2024-06-05T16:15:45.947Z, log record: Jun  5 16:15:45 vm-1a kernel: [ 1498.919031] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=32906 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=11
file /var/log/kern.log at 2024-06-05T16:15:47.542Z, log record: Jun  5 16:15:45 vm-1a kernel: [ 1498.919031] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=32906 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=11
file /var/log/kern.log at 2024-06-05T16:15:47.542Z, log record: Jun  5 16:15:46 vm-1a kernel: [ 1499.929269] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=22130 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=12
file /var/log/syslog at 2024-06-05T16:15:47.948Z, log record: Jun  5 16:15:46 vm-1a kernel: [ 1499.929269] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=22130 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=12
file /var/log/syslog at 2024-06-05T16:15:47.948Z, log record: Jun  5 16:15:47 vm-1a kernel: [ 1500.935033] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=27462 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=13
file /var/log/audit/audit.log at 2024-06-05T16:15:45.939Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:45.939Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:45.939Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:45.943Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:45.943Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:45.943Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:45.943Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:45.943Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:15:45.943Z, log record: unknown
file /var/log/kern.log at 2024-06-05T16:15:49.543Z, log record: Jun  5 16:15:47 vm-1a kernel: [ 1500.935033] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=27462 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=13
file /var/log/kern.log at 2024-06-05T16:15:49.543Z, log record: Jun  5 16:15:48 vm-1a kernel: [ 1501.946760] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=35584 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=14
file /var/log/syslog at 2024-06-05T16:15:49.949Z, log record: Jun  5 16:15:48 vm-1a kernel: [ 1501.946760] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=35584 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=14
file /var/log/syslog at 2024-06-05T16:15:49.949Z, log record: Jun  5 16:15:49 vm-1a ansible-async_wrapper.py: 2240 still running (31534695)
file /var/log/syslog at 2024-06-05T16:15:49.949Z, log record: Jun  5 16:15:49 vm-1a kernel: [ 1502.952826] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=56016 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=15
file /var/log/kern.log at 2024-06-05T16:15:51.544Z, log record: Jun  5 16:15:49 vm-1a kernel: [ 1502.952826] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=56016 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=15
file /var/log/kern.log at 2024-06-05T16:15:51.544Z, log record: Jun  5 16:15:50 vm-1a kernel: [ 1503.960980] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=9624 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=16
file /var/log/syslog at 2024-06-05T16:15:51.950Z, log record: Jun  5 16:15:50 vm-1a kernel: [ 1503.960980] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=9624 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=16
file /var/log/syslog at 2024-06-05T16:15:51.950Z, log record: Jun  5 16:15:51 vm-1a kernel: [ 1504.968746] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=21779 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=17
file /var/log/kern.log at 2024-06-05T16:15:53.544Z, log record: Jun  5 16:15:51 vm-1a kernel: [ 1504.968746] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=21779 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=17
file /var/log/kern.log at 2024-06-05T16:15:53.544Z, log record: Jun  5 16:15:52 vm-1a kernel: [ 1505.968810] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=11705 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=18
file /var/log/syslog at 2024-06-05T16:15:53.950Z, log record: Jun  5 16:15:52 vm-1a kernel: [ 1505.968810] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=11705 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=18
file /var/log/syslog at 2024-06-05T16:15:53.950Z, log record: Jun  5 16:15:53 vm-1a kernel: [ 1506.980513] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=56459 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=19
file /var/log/kern.log at 2024-06-05T16:15:55.545Z, log record: Jun  5 16:15:53 vm-1a kernel: [ 1506.980513] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=56459 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=19
file /var/log/kern.log at 2024-06-05T16:15:55.545Z, log record: Jun  5 16:15:54 vm-1a kernel: [ 1507.986773] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=20874 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=20
file /var/log/kern.log at 2024-06-05T16:15:43.541Z, log record: Jun  5 16:15:41 vm-1a kernel: [ 1494.887339] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=28839 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=7
file /var/log/kern.log at 2024-06-05T16:15:43.541Z, log record: Jun  5 16:15:42 vm-1a kernel: [ 1495.891435] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=42690 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=8
file /var/log/syslog at 2024-06-05T16:15:43.937Z, log record: Jun  5 16:15:42 vm-1a kernel: [ 1495.891435] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=42690 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=8
file /var/log/syslog at 2024-06-05T16:15:43.937Z, log record: Jun  5 16:15:43 vm-1a kernel: [ 1496.905190] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=45591 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=9
file /var/log/kern.log at 2024-06-05T16:15:45.542Z, log record: Jun  5 16:15:43 vm-1a kernel: [ 1496.905190] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=45591 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=9
file /var/log/kern.log at 2024-06-05T16:15:45.542Z, log record: Jun  5 16:15:44 vm-1a kernel: [ 1497.917452] ICMP packet: IN=ens4 OUT= MAC=42:01:0a:00:01:02:42:01:0a:00:01:01:08:00 SRC=68.108.247.157 DST=10.0.1.2 LEN=84 TOS=0x00 PREC=0x00 TTL=58 ID=61160 PROTO=ICMP TYPE=8 CODE=0 ID=27416 SEQ=10
For vm-2a:
file /var/log/syslog at 2024-06-05T16:16:19.710Z, log record: Jun  5 16:16:16 vm-2a ansible-async_wrapper.py: 2232 still running (31534665)
file /var/log/syslog at 2024-06-05T16:16:25.711Z, log record: Jun  5 16:16:21 vm-2a ansible-async_wrapper.py: 2232 still running (31534660)
file /var/log/syslog at 2024-06-05T16:16:27.711Z, log record: Jun  5 16:16:26 vm-2a ansible-async_wrapper.py: 2232 still running (31534655)
file /var/log/syslog at 2024-06-05T16:16:05.708Z, log record: Jun  5 16:16:01 vm-2a ansible-async_wrapper.py: 2232 still running (31534680)
file /var/log/syslog at 2024-06-05T16:16:07.709Z, log record: Jun  5 16:16:06 vm-2a ansible-async_wrapper.py: 2232 still running (31534675)
file /var/log/syslog at 2024-06-05T16:16:13.710Z, log record: Jun  5 16:16:11 vm-2a ansible-async_wrapper.py: 2232 still running (31534670)
file /var/log/syslog at 2024-06-05T16:15:53.706Z, log record: Jun  5 16:15:51 vm-2a ansible-async_wrapper.py: 2232 still running (31534690)
file /var/log/syslog at 2024-06-05T16:15:59.707Z, log record: Jun  5 16:15:56 vm-2a ansible-async_wrapper.py: 2232 still running (31534685)
file /var/log/syslog at 2024-06-05T16:15:45.705Z, log record: Jun  5 16:15:41 vm-2a ansible-async_wrapper.py: 2232 still running (31534700)
file /var/log/syslog at 2024-06-05T16:15:47.705Z, log record: Jun  5 16:15:46 vm-2a ansible-async_wrapper.py: 2232 still running (31534695)
