For vm-2a:
file /var/log/syslog at 2024-06-05T16:40:29.943Z, log record: Jun  5 16:40:28 vm-2a ansible-async_wrapper.py: 2232 still running (31533215)
file /var/log/audit/audit.log at 2024-06-05T16:40:22.196Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.196Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.196Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.196Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.196Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.196Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.612Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.668Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.668Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.668Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.668Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.668Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.668Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.672Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.672Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.672Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.672Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.672Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.672Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.672Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.672Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.676Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.716Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.716Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.716Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.716Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.716Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.716Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.716Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.716Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.716Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:22.716Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.068Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.068Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.068Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.068Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.068Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.068Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.068Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.068Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.068Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.068Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.168Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.168Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.168Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.168Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.168Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.168Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.168Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.168Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.168Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.172Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.172Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.172Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.172Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.172Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.172Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.172Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.172Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.172Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.336Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.336Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.336Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.336Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.336Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.336Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.336Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.336Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.336Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.336Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.340Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:40:23.340Z, log record: unknown
file /var/log/syslog at 2024-06-05T16:40:32.622Z, log record: Jun  5 16:40:30 vm-1a ansible-async_wrapper.py: 2240 still running (31533215)
file /var/log/syslog at 2024-06-05T16:40:18.620Z, log record: Jun  5 16:40:15 vm-1a ansible-async_wrapper.py: 2240 still running (31533230)
