For vm-2a:
file /var/log/syslog at 2024-06-05T16:37:21.915Z, log record: Jun  5 16:37:18 vm-2a ansible-async_wrapper.py: 2232 still running (31533405)
file /var/log/audit/audit.log at 2024-06-05T16:37:20.910Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:20.910Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:20.910Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:20.910Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:20.910Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:20.910Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.010Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.010Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.010Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.010Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.010Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.010Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.010Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.010Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.010Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.010Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.010Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.010Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.014Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.014Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.014Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.014Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.014Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.014Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.242Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.242Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.242Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.242Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.242Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.242Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.242Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.242Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.242Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.242Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.246Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.246Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:21.710Z, log record: unknown
file /var/log/syslog at 2024-06-05T16:37:22.551Z, log record: Jun  5 16:37:20 vm-1a ansible-async_wrapper.py: 2240 still running (31533405)
file /var/log/syslog at 2024-06-05T16:37:22.551Z, log record: Jun  5 16:37:21 vm-1a systemd[1]: session-19.scope: Succeeded.
file /var/log/audit/audit.log at 2024-06-05T16:37:22.638Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.638Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.638Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.638Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.638Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.638Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.638Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.638Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.638Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.638Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.638Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.638Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.638Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.638Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.642Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.810Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.810Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.810Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.810Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.810Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.810Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.810Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.810Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.810Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.810Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:37:22.810Z, log record: unknown
file /var/log/syslog at 2024-06-05T16:37:12.548Z, log record: Jun  5 16:37:10 vm-1a ansible-async_wrapper.py: 2240 still running (31533415)
