For vm-1a:
file /var/log/syslog at 2024-06-05T16:35:18.530Z, log record: Jun  5 16:35:15 vm-1a ansible-async_wrapper.py: 2240 still running (31533530)
file /var/log/audit/audit.log at 2024-06-05T16:35:08.197Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.197Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.197Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.197Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.197Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.201Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.201Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.201Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.201Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.201Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.201Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.201Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.201Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.201Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.201Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.201Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.201Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.201Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.597Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.657Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.657Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.657Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.657Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.657Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.657Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.661Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.661Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.661Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.661Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.661Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.661Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.661Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.661Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.661Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.661Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.661Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.661Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.665Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.665Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.665Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.665Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.665Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.669Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.669Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.669Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.669Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.669Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.669Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.669Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.669Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.669Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.669Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.669Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.669Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.669Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.669Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.669Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.709Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.709Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.709Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.709Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.709Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.709Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.709Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.709Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.709Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:08.709Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.037Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.037Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.037Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.037Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.037Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.041Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.041Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.041Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.041Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.041Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.145Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.145Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.145Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.145Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.145Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.145Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.145Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.145Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.145Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.149Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.149Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.149Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.149Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.149Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.149Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.149Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.149Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.149Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.341Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.341Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.341Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.341Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.341Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.341Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.341Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.341Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.341Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.341Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.345Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.345Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.345Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.345Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.345Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.345Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.345Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.345Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.345Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.345Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.345Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.345Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.345Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.349Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.349Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.349Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.349Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.349Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.349Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.349Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.349Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.349Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.349Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.353Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.353Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.353Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.353Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.353Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.353Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.353Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.353Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.357Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.357Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.357Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.357Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.357Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.357Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.369Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.369Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.421Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.421Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.421Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.421Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.421Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.425Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.425Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.425Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.425Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.425Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.425Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:35:09.425Z, log record: unknown
file /var/log/syslog at 2024-06-05T16:35:10.528Z, log record: Jun  5 16:35:08 vm-1a systemd[1]: Started Session 17 of user student.
file /var/log/syslog at 2024-06-05T16:35:10.528Z, log record: Jun  5 16:35:09 vm-1a systemd[1]: session-17.scope: Succeeded.
file /var/log/syslog at 2024-06-05T16:35:12.529Z, log record: Jun  5 16:35:10 vm-1a ansible-async_wrapper.py: 2240 still running (31533535)
file /var/log/syslog at 2024-06-05T16:35:02.526Z, log record: Jun  5 16:35:00 vm-1a ansible-async_wrapper.py: 2240 still running (31533545)
For vm-2a:
file /var/log/syslog at 2024-06-05T16:35:09.896Z, log record: Jun  5 16:35:08 vm-2a ansible-async_wrapper.py: 2232 still running (31533535)
file /var/log/syslog at 2024-06-05T16:35:15.896Z, log record: Jun  5 16:35:13 vm-2a ansible-async_wrapper.py: 2232 still running (31533530)
file /var/log/syslog at 2024-06-05T16:35:01.894Z, log record: Jun  5 16:34:58 vm-2a ansible-async_wrapper.py: 2232 still running (31533545)
file /var/log/syslog at 2024-06-05T16:35:03.895Z, log record: Jun  5 16:35:03 vm-2a ansible-async_wrapper.py: 2232 still running (31533540)
