For vm-1a:
file /var/log/syslog at 2024-06-05T16:38:34.596Z, log record: Jun  5 16:38:30 vm-1a ansible-async_wrapper.py: 2240 still running (31533335)
file /var/log/audit/audit.log at 2024-06-05T16:38:26.051Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.051Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.051Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.051Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.051Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.051Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.051Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.051Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.051Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.111Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.111Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.111Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.111Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.111Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.111Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.115Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.119Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.119Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.119Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.119Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.119Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.119Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.119Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.119Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.119Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.119Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.119Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.119Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.119Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.119Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.119Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.155Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.155Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.155Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.155Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.155Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.159Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.159Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.159Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.159Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.159Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.495Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.495Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.495Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.495Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.495Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.495Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.495Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.495Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.495Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.495Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.615Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.619Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.623Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.835Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.835Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.835Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.835Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.835Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.835Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.835Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.835Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.835Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.835Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.839Z, log record: unknown
file /var/log/audit/audit.log at 2024-06-05T16:38:26.839Z, log record: unknown
For vm-2a:
file /var/log/syslog at 2024-06-05T16:38:29.924Z, log record: Jun  5 16:38:28 vm-2a ansible-async_wrapper.py: 2232 still running (31533335)
file /var/log/syslog at 2024-06-05T16:38:35.925Z, log record: Jun  5 16:38:33 vm-2a ansible-async_wrapper.py: 2232 still running (31533330)
file /var/log/syslog at 2024-06-05T16:38:21.923Z, log record: Jun  5 16:38:18 vm-2a ansible-async_wrapper.py: 2232 still running (31533345)
file /var/log/syslog at 2024-06-05T16:38:23.924Z, log record: Jun  5 16:38:23 vm-2a ansible-async_wrapper.py: 2232 still running (31533340)
